"y","x"
47.3815324399192,3.07613316816023
40.5710028491176,4.41494855424307
39.114781551422,5.5175764324825
44.5511557272004,2.69573622816973
38.495916953105,5.39156565257275
38.7947178003006,5.06024788920326
45.9591212640672,5.17083546322454
37.1153867980148,7.23322042543053
51.4625454282777,2.56228516884402
27.3139210308836,7.53473744417978
51.5607516850118,3.51043680772972
54.4568303550548,2.73756285832853
50.6417286168817,3.56728301993405
42.9247896255847,5.50530473929243
39.3751158789725,5.30409141331119
47.2833134913694,4.38468714064316
54.8255706021933,3.09396533818376
47.3389505481649,3.70351437710306
28.2883559257702,7.44862724856117
43.5765520596264,5.39962321596594
